aliquot_id	case_id
7dc8b909-c661-4e39-9644-30845e950f94	005a6517-2e5a-4ea3-ab36-531522723607
847646b7-dfe4-4574-b403-c7977c522de1	005a6517-2e5a-4ea3-ab36-531522723607
490dc86b-5e91-4550-88a5-8cbc50c5320e	005a6517-2e5a-4ea3-ab36-531522723607
0cafa2d9-9f4c-4fa6-841e-a114ea293a18	005a6517-2e5a-4ea3-ab36-531522723607
728088a6-bbf3-4884-94b6-7704859be0aa	005a6517-2e5a-4ea3-ab36-531522723607
e2a39aac-7636-42db-804e-90d0163a1cae	005a6517-2e5a-4ea3-ab36-531522723607
35acfbaf-f175-4c23-a0a8-b344a0706ac6	005a6517-2e5a-4ea3-ab36-531522723607
0a23be21-eb9f-4b5e-87bd-79b441564480	005a6517-2e5a-4ea3-ab36-531522723607
1acbe267-f10e-4253-b3dc-8606b753ce77	005a6517-2e5a-4ea3-ab36-531522723607
4a63b36c-bb16-4740-9ce1-a0d0f9a873bd	005a6517-2e5a-4ea3-ab36-531522723607
d4f3fa3e-dc2b-4072-a530-ac5e1b68c7ce	005a6517-2e5a-4ea3-ab36-531522723607
425dea81-7226-482f-b712-bb22da954b49	005a6517-2e5a-4ea3-ab36-531522723607
cb195d98-0b66-4518-8b5c-e901a1fe14e3	005a6517-2e5a-4ea3-ab36-531522723607
0ad81b61-20fc-40d7-b0ad-6ea6bf305d82	005a6517-2e5a-4ea3-ab36-531522723607
dbcc180d-1916-4914-8ca8-44ba79083add	005a6517-2e5a-4ea3-ab36-531522723607
e7090cdd-8c14-4716-89a5-1594e71ac678	005a6517-2e5a-4ea3-ab36-531522723607
5aa6d080-c4d6-4548-925f-dc1bbd21bbb4	005a6517-2e5a-4ea3-ab36-531522723607
008ef716-eb3a-43b0-b83c-e2497894498c	005a6517-2e5a-4ea3-ab36-531522723607
3342b28b-0c68-47fb-9593-786c32c2cbe7	0061e9ef-df6a-414e-af64-c88f8192e2d3
4daa80a9-f1f3-4b9e-ac8c-e5ee9f276360	0061e9ef-df6a-414e-af64-c88f8192e2d3
5b9a433c-6b90-4348-8690-a8f42d0ff46c	0061e9ef-df6a-414e-af64-c88f8192e2d3
d75b8213-a16e-4a1e-b809-cd562e984a7c	0061e9ef-df6a-414e-af64-c88f8192e2d3
f5fa065a-a762-4ecc-85e0-b468075788e1	0061e9ef-df6a-414e-af64-c88f8192e2d3
4b97717e-c288-4833-8161-03ae0b529aaf	0061e9ef-df6a-414e-af64-c88f8192e2d3
92ba9b02-ff21-4f87-9377-6ef2a4298999	0061e9ef-df6a-414e-af64-c88f8192e2d3
56ecb516-de8e-4b58-9547-5eb52536245f	0061e9ef-df6a-414e-af64-c88f8192e2d3
bf3eb403-0d65-4bf5-bb71-28d86cde290d	0061e9ef-df6a-414e-af64-c88f8192e2d3
b67ed992-68ca-42a3-8a8c-e2d8e04f998c	0061e9ef-df6a-414e-af64-c88f8192e2d3
8d14565f-58f1-4423-9fd2-73e9bf95e710	0061e9ef-df6a-414e-af64-c88f8192e2d3
b1a5fd4d-362d-4c59-b267-24affbe4908f	0061e9ef-df6a-414e-af64-c88f8192e2d3
a9624e78-eb58-4ef8-b277-7a114ed2d35a	0061e9ef-df6a-414e-af64-c88f8192e2d3
6f1fe75a-f3ef-4f1b-9781-e340db9bab45	0073a136-d5f4-4fd6-88f9-711768f2abc6
b57c2436-ff10-457e-8631-388a14287caf	0073a136-d5f4-4fd6-88f9-711768f2abc6
36f4a172-4677-4749-803e-6478239ce2d7	0073a136-d5f4-4fd6-88f9-711768f2abc6
385cb50e-62eb-4818-961b-d2633df5debf	0073a136-d5f4-4fd6-88f9-711768f2abc6
65873a15-10ca-4235-9564-f83e6c305109	0073a136-d5f4-4fd6-88f9-711768f2abc6
86d17fbd-5a7c-49ed-8ae7-2db681edecc4	0073a136-d5f4-4fd6-88f9-711768f2abc6
83c982db-a19c-418e-8fea-49be47bf9271	0073a136-d5f4-4fd6-88f9-711768f2abc6
2b8942c4-3cb8-49c9-8d9a-404671341722	0073a136-d5f4-4fd6-88f9-711768f2abc6
2d74ac61-5fbb-48b2-a60d-78dbc1c282b3	0073a136-d5f4-4fd6-88f9-711768f2abc6
b4dfce75-fd09-4cac-af33-49b00b2aed1e	0075437e-ba1a-46be-86d6-9773209a2b5e
69420579-3d8d-4380-8858-f8a5a4d424cc	0075437e-ba1a-46be-86d6-9773209a2b5e
53aea8bc-086e-44d2-b9e1-be6c022ae263	0075437e-ba1a-46be-86d6-9773209a2b5e
08cd328f-623e-46ff-95b4-b6ddb10c155c	0075437e-ba1a-46be-86d6-9773209a2b5e
5f224fa1-13d6-4310-a238-7482cd3bdbc6	0075437e-ba1a-46be-86d6-9773209a2b5e
b68872bc-a341-4293-bf53-84ef0a0e3cfb	0075437e-ba1a-46be-86d6-9773209a2b5e
c634514e-679e-4fdb-a3ec-d2cabe170e9b	0075437e-ba1a-46be-86d6-9773209a2b5e
d3a4622d-65ae-44c2-85ba-c0d7bffdc551	0075437e-ba1a-46be-86d6-9773209a2b5e
d0979d89-4efa-4e30-8510-8aa96a7c2f3d	0075437e-ba1a-46be-86d6-9773209a2b5e
ffb9eedc-60f4-4736-9e5e-95e14c09304e	00781a96-4068-427c-a9c5-584d167c3dea
28101034-dd8f-424e-bec7-7e4458c95695	00781a96-4068-427c-a9c5-584d167c3dea
165fd192-39c7-4c1d-8313-eb7fb6b129fa	00781a96-4068-427c-a9c5-584d167c3dea
e42976dd-f1f1-4e7a-ba66-a0025dabbeee	00781a96-4068-427c-a9c5-584d167c3dea
3150c947-69a6-4b74-9fbd-fabef76e9a5f	00781a96-4068-427c-a9c5-584d167c3dea
5e89afcc-d283-4409-8ded-6e7364675023	00781a96-4068-427c-a9c5-584d167c3dea
5bc4773a-d216-4161-a147-e865fdc3d247	00781a96-4068-427c-a9c5-584d167c3dea
bfb563cb-42cd-417a-8e69-96c23c514170	0078b0c4-68a9-483b-9aab-61156d263213
ee783da8-98c4-4107-8e9b-af8580ac2f24	0078b0c4-68a9-483b-9aab-61156d263213
f5b35dfa-fc68-436a-badb-75c28c566051	0078b0c4-68a9-483b-9aab-61156d263213
627c485c-59d9-4b5d-b459-c0fb0520cc54	0078b0c4-68a9-483b-9aab-61156d263213
6c65f4eb-7701-4260-a7b6-32451d34a268	0078b0c4-68a9-483b-9aab-61156d263213
190ce6e4-1ea9-4c9d-bb4e-dac809bebf31	0078b0c4-68a9-483b-9aab-61156d263213
28239a0e-9990-49ef-a159-ba63fb078c77	0078b0c4-68a9-483b-9aab-61156d263213
ce26c3da-22bb-416e-8c20-30b8a7b2fca1	0078b0c4-68a9-483b-9aab-61156d263213
cf48455d-3748-489f-962f-90ba39d5eef5	0078b0c4-68a9-483b-9aab-61156d263213
ceed6965-caf9-4a73-bd64-aff7927ebe12	0078b0c4-68a9-483b-9aab-61156d263213
a2934442-c8c8-4968-bd24-42d8a4b12c21	0078b0c4-68a9-483b-9aab-61156d263213
875947bf-e558-446e-a4ab-e1d22a725eab	0078b0c4-68a9-483b-9aab-61156d263213
c8dac754-252f-4c41-8228-37d8fb1e0d12	0078b0c4-68a9-483b-9aab-61156d263213
7cae6c0b-36fe-411b-bbba-093a4c846d84	0078b0c4-68a9-483b-9aab-61156d263213
0939bb47-9893-4054-ae6a-e370543f0f63	0078b0c4-68a9-483b-9aab-61156d263213
1edd547c-517f-416c-9721-df3ff677f7d8	0078b0c4-68a9-483b-9aab-61156d263213
c470fe57-d0f0-4d51-96cf-31ef10aff5d0	0078b0c4-68a9-483b-9aab-61156d263213
5be8258d-4061-47b6-9132-3a5a042005c9	0078b0c4-68a9-483b-9aab-61156d263213
d21f004a-0237-411e-87c8-3b5759f3c448	0078b0c4-68a9-483b-9aab-61156d263213
587e99fc-c908-4096-af5f-d6044ac2dd63	0078b0c4-68a9-483b-9aab-61156d263213
86cd18ae-6390-4669-a707-4e0e334c690a	0078b0c4-68a9-483b-9aab-61156d263213
8111f0a7-7c2a-4525-be91-2d1417dc4b66	0078b0c4-68a9-483b-9aab-61156d263213
3eb3d70f-2362-411d-a91f-f9a05617504b	0078b0c4-68a9-483b-9aab-61156d263213
3af05e6e-c88d-4c36-ad9b-19e41fed4439	0078b0c4-68a9-483b-9aab-61156d263213
298cfb6a-34c6-4bb3-8ad5-8da4a7b9ffc5	0078b0c4-68a9-483b-9aab-61156d263213
2e2fbcef-adf2-4911-8cba-09ed2def4efe	0078b0c4-68a9-483b-9aab-61156d263213
18d4dfe7-a7ee-49b2-be1d-84f7d20dc909	0078b0c4-68a9-483b-9aab-61156d263213
ec74ee9f-ac1f-4e16-9ff7-6b124da1ef0c	0078b0c4-68a9-483b-9aab-61156d263213
5bf20829-d560-483e-b9c8-ab4062670111	0078b0c4-68a9-483b-9aab-61156d263213
f032f8c4-f91a-4a10-919c-2a5744483fc5	0078b0c4-68a9-483b-9aab-61156d263213
97e4d181-5b99-413d-ae17-bf5fb1f9444c	0078b0c4-68a9-483b-9aab-61156d263213
7a8a6772-4da4-4461-adcf-094b84fed702	007f9081-5093-4323-b4f8-cd510bf20705
974340c4-4513-431f-9aa1-7c3fb888ac52	007f9081-5093-4323-b4f8-cd510bf20705
8cb8fe76-041f-4630-8c35-2b207549e43d	007f9081-5093-4323-b4f8-cd510bf20705
4d3248d3-3686-4f9f-9c7c-94712eb07602	007f9081-5093-4323-b4f8-cd510bf20705
e85fbda5-c48a-46ad-a23d-0ae4c5085bfc	007f9081-5093-4323-b4f8-cd510bf20705
47d13480-7771-450a-ab70-07c8ca2eb14f	007f9081-5093-4323-b4f8-cd510bf20705
da86abc9-27b6-4bd9-80f7-f7f63ac53381	007f9081-5093-4323-b4f8-cd510bf20705
